"","GW16.Neurons","GW26.GABAergic.neurons","GW23.GABAergic.neurons","GW16.Stem.cells","GW26.Neurons","GW10.Neurons","GW23.Neurons","GW10.Stem.cells","GW16.GABAergic.neurons","GW19.Neurons","GW26.OPC","GW26.Astrocytes","GW12.Neurons","GW09.Stem.cells","GW26.Microglia","GW09.Neurons","GW23.OPC","GW19.GABAergic.neurons","GW13.Neurons","GW08.Neurons","GW16.OPC","GW12.Stem.cells","GW16.Microglia","GW23.Microglia","week_10.hPeric","week_10.hRgl2a","week_11.hRgl2a","week_10.Unk","week_11.hPeric","week_9.Unk","week_6.hProgFPM","week_8.Unk","week_11.hRgl2b","week_9.hGaba","week_6.hProgBP","week_8.hNbM","week_8.hNProg","week_11.hEndo","week_11.Unk","week_6.hProgM","week_6.hProgFPL","week_6.Unk","week_8.hProgBP","week_8.hNbML1","week_9.hNbML5","week_8.hOMTN","week_6.hNProg","week_6.hOMTN","week_11.hRgl3","week_10.hEndo","week_8.hProgFPM","week_8.hRN","week_9.hOMTN","week_10.hDA2","week_10.hRgl3","week_11.hOPC","week_11.hRgl2c","week_10.hNbM","week_10.hDA1","week_9.hProgBP","week_8.hProgM","week_10.hRgl2b","week_7.hRgl2a","week_7.hOMTN","week_7.Unk","week_10.hRgl1","week_7.hProgBP","week_10.hDA0","week_9.hNbGaba","week_9.hDA0","week_9.hDA1","week_9.hNProg","week_8.hProgFPL","week_9.hRgl2a","week_9.hDA2","week_6.hNbML1","week_9.hNbM","week_9.hNbML1","week_6.hNbM","week_10.hGaba","dn.cls1","dn.cls2"
"CCT3",495,301,124,119,83,87,67,80,64,66,63,55,53,43,34,33,21,19,14,15,13,12,10,9,71,71,45,36,38,15,43,20,23,15,38,25,21,24,13,30,31,16,20,16,7,25,16,23,17,13,17,12,16,14,15,10,12,11,9,12,11,9,13,10,8,9,11,12,5,6,5,8,6,4,4,8,5,7,4,8,0,0
"RBM4B",372,210,88,88,63,50,47,47,52,53,39,30,28,19,20,16,12,11,8,8,11,8,5,6,29,31,18,17,9,10,16,10,10,9,10,17,9,10,6,11,13,4,7,13,9,10,5,9,7,3,5,8,7,7,6,4,9,8,10,2,5,4,4,7,3,4,3,5,3,3,4,2,6,6,2,10,7,6,2,1,0,0
"MARCH9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKRN2",168,84,28,48,22,17,26,23,17,23,21,25,16,9,10,4,8,3,3,4,3,3,4,4,16,13,7,6,8,5,10,5,6,3,5,3,9,7,0,7,6,4,4,7,2,5,5,6,7,4,3,1,4,3,4,1,4,2,3,3,1,2,3,1,0,0,1,2,1,0,2,1,3,1,1,2,1,1,1,0,0,0
"MIER2",120,87,23,40,16,14,11,27,18,12,17,21,10,13,9,4,6,0,2,4,9,3,2,2,3,5,4,2,3,0,3,2,2,5,4,0,1,6,2,3,4,1,1,1,1,0,0,2,3,1,0,1,0,0,2,3,2,2,0,0,1,1,0,2,0,1,0,3,2,0,1,0,0,0,1,0,1,1,0,1,1,0
"TCEA1",394,218,119,99,59,54,61,64,60,60,46,54,33,33,23,15,20,13,11,12,11,8,9,7,21,46,42,16,15,10,20,18,16,13,15,13,11,13,9,13,18,9,15,10,2,11,7,10,11,10,15,7,7,6,11,9,10,7,6,4,7,8,3,1,3,5,4,3,6,6,4,1,10,5,1,6,3,4,4,3,0,0
"TBXA2R",15,30,11,1,7,1,3,3,0,3,4,1,0,0,2,1,0,2,2,0,0,1,0,2,13,0,0,0,10,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPN1L",3,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAP1L1",530,329,116,120,92,90,64,83,70,72,62,58,51,49,39,35,20,15,16,14,13,12,11,8,103,88,72,41,64,43,56,50,35,30,46,39,42,31,25,36,34,33,32,29,21,29,26,25,22,21,23,16,15,16,17,14,17,14,13,17,18,17,15,10,14,12,14,11,13,10,10,10,12,11,11,11,8,10,9,8,0,0
"LNPK",336,201,62,81,59,41,36,49,40,33,33,38,30,15,23,15,12,8,7,4,9,4,5,4,14,18,15,12,10,6,4,6,5,13,5,8,6,2,3,8,3,4,4,7,4,6,4,8,5,2,4,1,4,0,2,3,5,5,2,4,1,0,4,1,2,1,0,1,6,3,2,2,1,2,3,3,1,3,1,1,0,1
"HYAL4",42,10,1,8,2,5,1,4,2,1,1,1,4,3,3,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMUR1",46,35,15,14,3,5,2,9,5,4,1,8,3,2,2,3,1,0,1,0,2,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLR1E",122,72,17,26,14,16,8,16,13,4,13,10,10,8,6,4,4,1,4,1,1,2,2,1,6,4,5,0,2,5,3,2,2,0,6,1,6,2,1,3,1,2,3,2,0,4,1,1,1,1,1,3,1,0,1,3,1,1,2,3,2,0,1,1,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
"MYF6",10,11,1,2,4,0,0,0,0,0,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PJVK",57,28,11,17,10,13,6,9,4,4,4,13,6,4,3,6,3,1,1,3,2,0,1,1,3,4,4,2,2,0,2,1,2,1,2,0,1,1,1,3,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RASL10B",67,61,4,16,6,8,3,15,9,7,7,13,1,5,6,1,2,1,0,0,1,0,2,1,1,9,4,1,1,1,1,2,2,1,3,0,1,0,1,4,1,0,0,1,0,0,1,0,1,0,1,0,3,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SLC38A2",457,252,84,107,65,64,47,62,56,46,46,47,32,34,31,29,10,8,6,11,11,11,10,6,106,48,42,32,61,22,26,25,20,16,27,27,23,41,9,27,22,21,16,13,14,18,15,20,10,22,16,13,10,6,12,10,7,10,13,8,11,8,12,9,3,10,6,7,5,9,8,5,10,6,4,7,4,4,4,5,0,0
"RMI1",181,69,31,57,10,23,13,44,25,13,14,15,18,19,6,5,6,5,5,2,4,10,4,1,11,12,12,5,3,3,16,13,8,11,13,11,4,2,4,4,5,4,3,3,3,3,2,8,1,0,6,4,7,1,3,4,3,4,1,5,4,1,5,2,1,3,2,5,4,1,2,1,2,1,0,2,3,0,0,1,0,0
"UGT3A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAAF2",223,73,37,53,32,21,17,38,20,25,19,20,9,16,7,14,6,6,5,6,5,6,4,0,7,7,13,6,6,4,8,6,6,3,2,9,2,5,5,8,7,2,5,4,7,4,2,6,4,0,3,5,1,2,2,0,4,4,3,2,4,2,1,2,1,2,1,2,3,1,1,4,4,0,0,0,2,2,1,1,0,0
"UGT2B7",0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ANXA4",41,20,7,15,6,4,7,4,3,5,7,5,3,4,18,3,2,0,10,0,2,0,7,4,11,3,2,1,9,1,0,1,1,0,0,0,0,3,0,2,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD23A",367,221,84,100,54,54,64,68,45,49,49,53,31,35,26,20,21,7,14,14,9,10,10,6,42,50,26,14,28,11,18,10,12,3,13,7,4,14,7,19,14,3,11,5,3,13,6,9,9,15,9,6,7,9,7,7,5,3,4,5,4,5,4,3,2,6,0,2,4,0,2,1,1,5,4,2,0,2,2,3,0,0
"PSMB4",505,299,107,117,83,74,71,72,65,62,63,53,43,36,31,32,21,14,11,12,14,12,10,7,71,67,52,35,46,18,36,24,26,14,32,25,26,25,14,26,29,20,24,23,15,23,20,24,14,15,15,13,14,11,16,12,14,9,10,8,11,10,11,11,6,8,7,7,6,5,5,5,11,5,5,7,5,5,6,6,0,0
"MAP3K8",23,33,7,14,6,0,3,5,1,3,5,11,2,2,9,1,2,1,3,1,1,0,2,1,11,3,7,1,10,1,1,0,1,0,2,0,0,7,1,3,1,0,0,0,0,0,2,2,1,2,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"APRT",426,217,85,98,68,66,46,67,58,50,42,46,46,28,35,25,15,7,16,12,11,11,11,4,29,28,19,10,29,4,16,10,9,0,15,4,6,21,3,15,14,6,6,6,0,6,10,11,9,12,7,2,1,4,5,3,5,3,2,4,5,3,2,6,2,3,2,0,1,0,0,0,5,1,0,4,1,0,1,2,0,0
"CAPZB",417,232,105,107,66,78,59,60,51,44,53,50,41,42,38,28,20,9,11,13,8,10,11,9,51,43,39,15,34,11,18,10,18,8,18,13,9,14,11,11,9,9,7,7,5,12,3,17,11,10,3,5,10,4,7,8,12,3,6,2,7,5,6,4,2,4,2,5,4,3,3,2,5,2,3,5,4,1,1,5,0,0
"DLK1",38,7,0,10,0,12,0,22,6,36,1,0,6,19,1,19,0,4,3,4,0,4,2,0,0,2,2,2,1,1,0,1,1,0,0,1,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,3,6,2,0,0,2,3,2,0,0,0,0,0,0,0,3,1,3,2,0,0,1,0,0,0,1,0,2,0,0
"CCDC65",62,70,14,20,10,8,3,7,8,6,4,16,5,4,4,4,1,1,0,1,2,0,1,1,2,15,11,1,2,1,1,1,2,3,0,0,0,0,2,3,2,0,0,0,0,2,2,2,8,0,1,1,1,0,4,0,1,1,1,0,0,0,0,0,0,2,0,2,2,1,0,1,2,1,2,0,0,0,0,1,0,0
"NAPSA",2,1,0,1,0,2,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"DNASE1L2",36,41,14,7,5,3,1,1,5,1,1,6,0,0,3,0,2,0,0,3,0,0,1,1,0,5,2,4,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ADORA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,9,3,24,1,2,0,0,0,0,0,1,23,1,2,0,0,2,1,0,0,0,0,1,16,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"ZNF254",260,132,54,69,31,31,32,41,37,28,31,24,13,20,10,19,11,10,2,4,7,4,6,4,15,22,18,11,14,9,11,6,6,7,15,11,10,6,5,13,14,5,7,9,7,10,8,13,6,4,4,7,8,3,5,2,3,5,6,4,2,5,5,7,3,6,4,4,2,5,6,0,4,2,1,7,3,4,2,0,0,0
"SLC25A45",43,34,18,10,10,6,8,4,7,4,8,9,3,1,10,0,2,2,1,1,2,1,4,2,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PJA2",471,299,113,106,83,77,56,61,57,64,57,55,43,26,33,28,18,11,12,12,14,7,11,7,59,54,47,36,39,29,23,16,17,34,23,20,10,15,17,23,23,5,14,13,16,21,11,21,20,10,9,11,11,15,13,12,11,12,11,6,7,8,11,8,5,6,6,10,11,9,9,5,7,9,5,7,8,5,6,6,0,0
"GRK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"IFIT5",236,126,41,59,37,24,21,19,33,32,20,21,9,14,10,17,7,6,7,5,3,3,6,0,20,32,20,11,13,10,11,9,9,5,6,10,3,7,0,6,10,4,2,3,5,8,6,7,5,4,8,3,7,6,3,1,3,5,3,4,2,6,3,5,4,4,5,4,3,2,3,3,2,3,2,1,3,2,3,3,0,0
"CTDSP1",60,38,18,22,2,2,6,13,7,2,7,16,1,4,5,2,7,2,3,0,1,1,4,2,40,16,20,3,34,1,0,1,10,1,1,1,1,18,1,3,0,0,1,3,0,1,0,0,7,10,0,0,0,2,2,1,3,0,0,2,2,2,0,0,0,3,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
"NUFIP2",228,143,46,67,42,30,20,39,24,17,16,38,10,10,18,11,8,6,4,1,4,6,7,5,64,49,30,19,41,20,14,7,17,18,10,10,9,31,10,9,11,5,11,10,10,12,8,8,11,15,9,6,7,8,12,10,7,5,12,10,6,8,7,6,2,7,6,7,8,8,5,4,9,7,3,1,5,6,2,1,0,0
"RNLS",20,11,1,5,2,1,1,3,1,2,2,3,4,0,3,1,1,0,0,0,0,0,2,0,7,4,0,3,2,0,1,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"DGKQ",96,88,27,20,14,5,5,15,9,1,11,19,3,0,9,0,3,0,2,0,1,1,3,1,4,4,1,6,0,1,1,1,2,3,2,3,0,2,3,0,0,0,0,0,1,1,0,0,0,0,3,1,3,0,3,1,1,2,3,0,0,0,2,0,0,2,0,0,3,0,0,1,1,1,0,0,0,0,0,2,0,0
"RAB4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,6,1,3,0,3,1,3,2,7,4,5,3,3,3,1,1,4,2,2,1,2,4,2,0,3,2,3,3,0,0,3,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0
"PSTPIP1",3,4,2,1,1,2,0,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNG7",101,69,15,23,14,4,7,5,18,5,11,10,6,2,5,6,5,2,0,1,4,2,1,0,10,33,18,21,7,12,8,1,11,5,3,8,1,7,6,6,5,2,4,7,7,8,5,5,6,1,2,0,4,10,9,7,3,9,6,2,0,7,3,3,2,2,1,5,3,2,3,2,1,3,0,6,2,4,2,3,0,0
"GSX2",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNF39",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO6A1",2,3,3,0,0,0,0,5,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZIM2",12,7,3,2,2,3,4,6,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,3,12,3,1,1,0,2,1,0,2,2,0,2,0,0,1,0,0,3,1,5,1,0,2,2,0,0,2,0,1,3,1,0,0,0,2,2,1,1,1,3,1,0,1,2,2,1,0,0,1,0,0,3,0,0,1,0,0
"PPP2CB",348,237,68,91,52,40,23,55,44,31,41,54,27,16,24,11,10,6,6,2,7,5,11,8,50,57,58,24,31,22,12,15,18,19,19,15,12,22,17,16,15,2,11,9,6,16,13,10,24,21,12,7,12,7,14,10,9,10,8,8,13,8,6,10,6,10,2,4,6,6,9,3,9,5,3,5,6,3,1,4,1,0
"TRIM50",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35E1",239,174,44,60,33,36,27,43,31,24,29,35,18,9,20,12,8,6,5,5,2,3,6,6,24,21,18,10,10,10,4,3,10,11,5,4,4,9,9,5,4,2,3,3,4,7,0,2,7,4,3,4,12,3,1,1,0,4,4,1,4,2,1,1,1,2,1,3,5,6,4,1,3,0,5,2,1,2,1,3,0,0
"ADAM29",0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF776",262,151,59,68,33,34,33,38,37,21,35,32,24,13,12,18,12,4,9,5,7,4,5,3,6,17,17,4,8,6,3,4,12,10,2,6,3,7,8,4,5,0,1,3,9,6,2,4,3,1,0,2,5,2,2,0,2,5,3,5,1,5,1,0,0,3,2,4,4,1,3,2,1,3,4,1,4,3,1,0,0,0
"ZNF319",70,30,9,20,8,7,5,14,9,6,8,7,6,1,3,2,1,0,0,0,0,4,1,0,3,6,2,1,2,3,2,1,0,2,1,1,1,3,4,1,4,1,2,1,1,2,1,0,1,2,1,0,2,0,1,1,1,1,3,0,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0
"SFRP4",2,8,3,1,3,0,0,0,0,0,2,9,0,0,1,0,1,0,0,0,1,0,0,0,0,5,9,0,1,1,3,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CRYBA1",1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LRRC24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,2,0,0,0,2,2,1,1,1,4,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"ZNF398",113,97,32,21,24,16,18,18,13,15,15,11,3,3,9,3,3,0,2,1,1,1,4,0,12,13,8,6,7,5,6,1,4,6,3,4,3,2,2,0,1,2,0,4,2,1,2,2,2,1,1,3,6,0,4,0,2,3,2,1,0,3,2,2,1,0,0,1,4,2,1,0,1,2,0,1,1,3,0,2,0,0
"ZNF30",115,84,10,25,16,15,3,10,16,6,15,14,4,6,4,6,3,1,1,3,6,1,4,0,2,6,4,3,0,2,1,2,1,4,1,4,1,2,0,1,1,0,0,2,3,1,0,2,1,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,2,0,0,0,0
"MVB12B",255,156,54,55,29,29,17,33,28,31,28,34,7,4,14,7,9,1,1,5,11,0,3,2,17,31,23,14,5,14,6,5,15,20,5,12,5,4,5,4,7,1,10,10,10,9,3,7,5,2,4,5,7,6,6,3,5,6,10,3,2,1,2,4,1,1,2,5,6,6,6,4,4,2,1,1,4,5,0,5,1,0
"DTX2",73,32,11,23,5,8,5,11,9,15,12,9,5,1,13,0,3,0,1,0,2,1,3,1,7,1,3,5,0,0,2,0,1,0,0,1,0,5,2,1,3,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"TRIM65",82,63,9,21,7,7,2,18,11,3,10,17,5,4,9,0,1,1,0,0,1,2,3,1,6,9,4,2,6,2,1,2,3,1,2,1,3,1,1,0,0,0,1,1,2,0,1,0,2,1,0,0,0,0,1,1,1,1,1,1,2,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0
"FAAH2",35,15,5,3,5,1,6,3,2,1,2,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ZBTB25",71,46,16,18,8,8,9,12,6,8,11,10,8,5,4,2,4,0,0,0,2,1,2,0,4,3,2,2,2,2,0,2,0,0,2,0,2,2,0,2,0,0,1,0,1,0,0,1,2,0,0,0,2,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"CETP",3,1,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,8,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A4",121,62,15,37,13,8,16,10,14,8,8,8,10,8,14,8,2,1,4,2,0,2,4,2,0,2,3,1,4,0,1,0,2,0,4,1,0,0,0,5,2,1,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"SLC17A3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEDD",261,143,54,65,29,37,29,38,30,30,29,31,17,20,14,20,7,5,6,9,9,3,3,2,18,15,10,11,10,3,7,4,4,1,3,1,1,9,5,7,3,5,2,6,3,3,5,7,3,7,1,0,2,3,4,6,6,1,5,1,1,5,2,2,1,2,3,1,3,1,1,0,4,2,2,0,3,1,0,2,0,1
"LRRN4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK5",398,209,79,89,62,64,42,43,46,45,51,37,46,19,23,27,6,6,11,10,12,9,9,1,8,4,4,6,6,2,3,7,5,1,2,1,3,2,4,3,5,0,2,2,0,9,2,4,0,1,1,1,3,1,1,2,0,2,4,0,1,0,0,1,1,1,0,3,0,0,1,2,1,0,2,0,0,0,0,1,0,0
"G6PC2",0,6,0,0,3,1,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APOBEC3D",6,8,0,2,1,1,1,2,0,2,1,2,0,0,3,0,1,0,2,1,1,0,0,0,0,1,0,0,5,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX12",378,278,82,87,62,55,37,67,48,33,42,53,32,16,30,16,10,9,6,8,9,6,10,4,21,43,35,21,19,8,11,7,14,19,13,10,11,11,13,10,15,3,7,10,11,12,6,13,7,2,4,6,15,4,8,10,6,5,6,5,6,3,2,6,3,5,3,5,5,3,6,3,6,2,2,2,6,5,2,5,0,0
"TFB1M",72,29,11,24,10,8,2,13,7,14,6,6,2,5,5,7,1,3,3,0,0,1,1,1,9,10,7,6,3,2,6,6,4,1,7,3,5,1,6,7,8,0,2,2,2,4,2,3,4,1,3,4,1,0,3,0,2,1,3,3,1,2,0,3,1,4,2,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0
"ADCY1",299,336,103,54,84,19,48,28,34,26,58,59,20,2,36,3,18,7,3,3,6,4,5,7,9,11,4,15,4,10,3,5,2,16,0,1,4,7,8,1,1,1,0,4,3,12,0,8,4,1,3,2,13,4,2,2,4,1,6,0,4,2,3,8,3,2,1,2,3,3,3,1,1,0,0,0,2,0,0,1,0,1
"HSD17B8",81,40,11,26,9,5,5,11,4,9,14,21,2,9,7,10,3,3,1,3,2,0,2,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
